source_clip_id,base_clip_id,canonical_class_id,canonical_class,temporal_type,source_dataset,source_label,mapping_type,audioset_mid,pseld_class_id,original_id,original_dataset_split,raw_relpath,raw_sha256,original_sample_rate,original_channels,original_duration_sec,license_raw,license_status,provenance_source,pretrain_seen_status,source_asset_root_id,resource_status,missing_waveform,metadata_mismatch,duplicate_id,inventory_issue
fsd50k:108017:clsdoa_v1_srcprep_v1,fsd50k:108017,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,108017,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/108017.wav,c382f6d224682d000efd2cd381cfaf9bc367f53ea4ab8d50e8023f0c0b1c19e9,44100,1,5.461337868,http://creativecommons.org/licenses/sampling+/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 108017,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132805:clsdoa_v1_srcprep_v1,fsd50k:132805,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132805,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132805.wav,61e0ac270e564deb95a1484cabcd0ed3862b1bcfc88248b606a5bfcfb84b9820,44100,1,5.920748299,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132805,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132806:clsdoa_v1_srcprep_v1,fsd50k:132806,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132806,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132806.wav,bea1fee78a4900484db067a101c259bf795cdda01359cd0d0f13f47b69896594,44100,1,4.700748299,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132806,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132807:clsdoa_v1_srcprep_v1,fsd50k:132807,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132807,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132807.wav,70cb1f0c19653650ef331f8e1e1db74e03c37ec1c134f50b865bf14724f76c06,44100,1,5.600748299,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132807,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132808:clsdoa_v1_srcprep_v1,fsd50k:132808,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132808,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132808.wav,4d90b700286d000034feaf1552db931ce44d794410d1f7dbd6fc1d4009127a88,44100,1,6.930748299,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132808,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132809:clsdoa_v1_srcprep_v1,fsd50k:132809,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132809,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132809.wav,1ea1df27cb842b58e9c6cebd0554e999065e8492c4b686728e2b83cd566480b4,44100,1,6.260748299,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132809,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132810:clsdoa_v1_srcprep_v1,fsd50k:132810,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132810,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132810.wav,0f5a60f697eda55b73df19128ccc81525514197056825326fdafe9323e19276e,44100,1,4.260748299,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132810,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132811:clsdoa_v1_srcprep_v1,fsd50k:132811,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132811,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132811.wav,80693bc647c7c8caaa25bebe5c77518d2b946c9db67a4e55b041426da2ec05b3,44100,1,6.023333333,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132811,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132812:clsdoa_v1_srcprep_v1,fsd50k:132812,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132812,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132812.wav,1cf92d052ed172eca03cd446c0d321e8bbce3241c117c210c4b941f1b9f2034c,44100,1,5.202018141,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132812,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132813:clsdoa_v1_srcprep_v1,fsd50k:132813,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132813,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132813.wav,73e2928acbcbbe78878331ccf255f2ffc520f4b6b85c1d27491cb33170f09a7c,44100,1,4.452018141,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132813,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132814:clsdoa_v1_srcprep_v1,fsd50k:132814,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132814,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132814.wav,3de519188223e484d910c9a2c9800e166722f85fd0116c071a44bd23fedecc3a,44100,1,6.300748299,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132814,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132815:clsdoa_v1_srcprep_v1,fsd50k:132815,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132815,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132815.wav,42b9a3b4810aa76c11475071025eaf852909d2ca9a6cb0351cc500e2ce284372,44100,1,8.970748299,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132815,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132816:clsdoa_v1_srcprep_v1,fsd50k:132816,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132816,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132816.wav,f3894edd6f5cda621cd16211fcb37649625915315792d37278601b58a00b8fbe,44100,1,7.740748299,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132816,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132817:clsdoa_v1_srcprep_v1,fsd50k:132817,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132817,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132817.wav,919e65b7ac03719b7cb1b9c481115fed3699e261d8b7f43de6299b1679b8a070,44100,1,10.006099773,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132817,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:132818:clsdoa_v1_srcprep_v1,fsd50k:132818,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,132818,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/132818.wav,08a9a3a5ba6fb19b8e93b6cb1f83d88ecc546503b031abc1fd079eaf742fa1ee,44100,1,8.422018141,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 132818,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:133034:clsdoa_v1_srcprep_v1,fsd50k:133034,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,133034,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/133034.wav,97c7b5e730182777afa02d4a11949c6355cdbe389c523405f838ce6702b84d70,44100,1,7.046870748,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 133034,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:133674:clsdoa_v1_srcprep_v1,fsd50k:133674,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,133674,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/133674.wav,829ad692fb6f2386d2a1e16e33ce3fce2b32dd3253e4f7d8e374dd4c60604068,44100,1,8.541473923,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 133674,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:133718:clsdoa_v1_srcprep_v1,fsd50k:133718,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,133718,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/133718.wav,b32b442007269720c154384a3b14ec346be0fdd79757fa8d8ce72bc8edd94dcf,44100,1,15.461541950,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 133718,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:134720:clsdoa_v1_srcprep_v1,fsd50k:134720,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,134720,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/134720.wav,130d652966a56b271849af716333ccf0b2d9040a0648812bcf78eeb43985d38c,44100,1,2.770861678,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 134720,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:137203:clsdoa_v1_srcprep_v1,fsd50k:137203,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,137203,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/137203.wav,e24fe1c95d75f81bd1383f8deb36f5bc7357d553d8b38da21fcec6fa9be14d9c,44100,1,4.399092971,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 137203,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:137204:clsdoa_v1_srcprep_v1,fsd50k:137204,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,137204,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/137204.wav,a1474929dddc8a9f9dc5dbe2de21dbd89d953f1cdff8cf356a582acc6c274a80,44100,1,3.715464853,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 137204,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:137207:clsdoa_v1_srcprep_v1,fsd50k:137207,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,137207,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/137207.wav,312451a89356af990029428ca9caa90ff170ef50fd00301af19b4cb4e6ef8e11,44100,1,3.812925170,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 137207,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:138112:clsdoa_v1_srcprep_v1,fsd50k:138112,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,138112,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/138112.wav,667e791c54100d90713ac523db524cb1499e584066c08f427aebfea66992f9f1,44100,1,4.566666667,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 138112,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:139333:clsdoa_v1_srcprep_v1,fsd50k:139333,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,139333,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/139333.wav,42e36997c53575ea6f3d1fafa91a9b06dc66522b2de0cb6f8879d843b3dd6226,44100,1,5.433469388,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 139333,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:139983:clsdoa_v1_srcprep_v1,fsd50k:139983,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,139983,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/139983.wav,1ad8507b289bbdd947465a1cefbaca2666dde245a251567c7efe587cf3c63e71,44100,1,0.809795918,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 139983,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:141184:clsdoa_v1_srcprep_v1,fsd50k:141184,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,141184,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/141184.wav,679de217aa893ad23276c146a934de0b3eb757ada85d9e6830add09f929b8bd3,44100,1,5.193786848,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 141184,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:141196:clsdoa_v1_srcprep_v1,fsd50k:141196,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,141196,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/141196.wav,0e6aff6b7c807a885d8f27bc651acb7c6a3204c389c03cff2d39272c5db81c4a,44100,1,2.296145125,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 141196,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:143251:clsdoa_v1_srcprep_v1,fsd50k:143251,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,143251,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/143251.wav,3b0e65cb4dd6f315766b14e37af891d9882b5b207dcf83f07ef0a87709a7eaa9,44100,1,11.163469388,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 143251,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:144823:clsdoa_v1_srcprep_v1,fsd50k:144823,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,144823,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/144823.wav,1c83113f0ce395ed68f5f76e1bfcdf44af1b622063301a389d8d081690d56d50,44100,1,4.788253968,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 144823,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:145101:clsdoa_v1_srcprep_v1,fsd50k:145101,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,145101,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/145101.wav,ed51a5c7ef0969d642b71261544fcc2224803bb1d2fa1acb2190685a85d2f8a9,44100,1,5.224489796,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 145101,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:145619:clsdoa_v1_srcprep_v1,fsd50k:145619,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,145619,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/145619.wav,662bf053aeb14cfea622d3812c340aa25b8b1459276b5a293bb812b30770e292,44100,1,7.007324263,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 145619,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:146942:clsdoa_v1_srcprep_v1,fsd50k:146942,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,146942,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/146942.wav,24f7638c31290d841b667be5c5c5ce446416da3407796c4393c94bef9858f168,44100,1,13.885532880,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 146942,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:148915:clsdoa_v1_srcprep_v1,fsd50k:148915,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,148915,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/148915.wav,3acda8862e8f88c1ce07dfcbc85cec5c4904a8c3a0f4696666e79031c1d787d4,44100,1,6.002358277,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 148915,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:150329:clsdoa_v1_srcprep_v1,fsd50k:150329,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,150329,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/150329.wav,f92a424295643a022fa5b0ee11ed9daf543ae83b342de800d93d3ddfb4de29f8,44100,1,1.840861678,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 150329,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:152695:clsdoa_v1_srcprep_v1,fsd50k:152695,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,152695,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/152695.wav,bdfababf2055bc06c84b4b2ff062dae67ed1cc5ad783ee1883d19de986d4d46d,44100,1,3.526530612,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 152695,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:152728:clsdoa_v1_srcprep_v1,fsd50k:152728,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,152728,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/152728.wav,f6a68522cf840e193d4070d8b200ae15a81a5a721e873be8ab341659f467b781,44100,1,4.300000000,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 152728,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:152852:clsdoa_v1_srcprep_v1,fsd50k:152852,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,152852,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/152852.wav,d65c9546657e5d86255f122ebf156f3de3ea60b867cead608b8fbadd7b1c34f0,44100,1,10.498072562,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 152852,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:152904:clsdoa_v1_srcprep_v1,fsd50k:152904,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,152904,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/152904.wav,93bad6c57075194a7c45030e7eca3e286ebf4b927f72c01f089e021ce1cb9592,44100,1,0.970521542,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 152904,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:152911:clsdoa_v1_srcprep_v1,fsd50k:152911,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,152911,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/152911.wav,b433a8181e7bafb2b56f8b3f49dc59a09f6e05392562d5985879cf24c0744de8,44100,1,1.706666667,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 152911,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:152912:clsdoa_v1_srcprep_v1,fsd50k:152912,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,152912,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/152912.wav,8248a2744f460e99e83d24cbe4e2b0fdd54ac594b0348bdc2562c55d6fa527a1,44100,1,2.519365079,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 152912,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:15294:clsdoa_v1_srcprep_v1,fsd50k:15294,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,15294,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/15294.wav,59ec6a525e50df68882e78a850ab35ce8af4a8efc4e1c8636bbfec154aeb4d16,44100,1,6.293333333,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 15294,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:154504:clsdoa_v1_srcprep_v1,fsd50k:154504,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,154504,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/154504.wav,9e9abac22ce3def80dab31d4ec91ea699f6f1ae96df499d64506b6013d1e6ad6,44100,1,1.310158730,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 154504,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:154507:clsdoa_v1_srcprep_v1,fsd50k:154507,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,154507,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/154507.wav,c16315fbff709767319620dbbd2e2c84c712474464e9b6e10f2361cad1caa10d,44100,1,2.244308390,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 154507,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:154508:clsdoa_v1_srcprep_v1,fsd50k:154508,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,154508,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/154508.wav,18b219874c06c9bf9596663c37a34c1f4c98226eba2c26b52d06f6cfd8f8faf4,44100,1,1.905555556,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 154508,likely_yes,clsdoa_v1,PRESENT,false,false,false,
fsd50k:154509:clsdoa_v1_srcprep_v1,fsd50k:154509,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,154509,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/154509.wav,4fe3228dbf857c76843469169f446cd02ddfe2dc5bac6c9ea14abf98948e8dd6,44100,1,1.969047619,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 154509,likely_yes,clsdoa_v1,PRESENT,false,false,false,
