source_clip_id,base_clip_id,canonical_class_id,canonical_class,temporal_type,source_dataset,source_label,mapping_type,original_id,original_dataset_split,raw_relpath,raw_sha256,original_sample_rate,original_channels,original_duration_sec,license_raw,license_status,provenance_source,pretrain_seen_status,source_asset_root_id
esc50:79769:clsdoa_v1_srcprep_v1:2-79769-A-26,esc50:79769,1,laughing,transient,ESC-50,laughing,EXACT,79769,fold_2,raw/esc50/ESC-50-master/audio/2-79769-A-26.wav,ad612364637a6a7f546b1e4c0fb3eaaa516bead72ebc60ada09081017770abf1,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=79769 take=A,unknown,clsdoa_v1
esc50:79775:clsdoa_v1_srcprep_v1:2-79775-A-26,esc50:79775,1,laughing,transient,ESC-50,laughing,EXACT,79775,fold_2,raw/esc50/ESC-50-master/audio/2-79775-A-26.wav,8ed1db1744128556b36925ec2e5fa2b85284304db5b7b015d72f6e94b1f9fc9b,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=79775 take=A,unknown,clsdoa_v1
esc50:107123:clsdoa_v1_srcprep_v1:3-107123-A-26,esc50:107123,1,laughing,transient,ESC-50,laughing,EXACT,107123,fold_3,raw/esc50/ESC-50-master/audio/3-107123-A-26.wav,9b6a405f45bad8af59b0c17aacbda14dc6162b434345353adaf28cd182334d0d,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=107123 take=A,unknown,clsdoa_v1
esc50:110536:clsdoa_v1_srcprep_v1:3-110536-A-26,esc50:110536,1,laughing,transient,ESC-50,laughing,EXACT,110536,fold_3,raw/esc50/ESC-50-master/audio/3-110536-A-26.wav,b3e784756507d4b37c8bc019d0d951c1a3981728a9af466dc7574584423b352e,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=110536 take=A,unknown,clsdoa_v1
esc50:118487:clsdoa_v1_srcprep_v1:3-118487-A-26,esc50:118487,1,laughing,transient,ESC-50,laughing,EXACT,118487,fold_3,raw/esc50/ESC-50-master/audio/3-118487-A-26.wav,252276ae67705b907d8346888c1d71ca4aa9cb20dde6a9b6ea15f4e2ff921f49,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=118487 take=A,unknown,clsdoa_v1
esc50:119459:clsdoa_v1_srcprep_v1:3-119459-A-26,esc50:119459,1,laughing,transient,ESC-50,laughing,EXACT,119459,fold_3,raw/esc50/ESC-50-master/audio/3-119459-A-26.wav,157dc3eb648f0422b60fdfd02960ce9b61948d76338addab30981bb0755ee016,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=119459 take=A,unknown,clsdoa_v1
esc50:126113:clsdoa_v1_srcprep_v1:3-126113-A-26,esc50:126113,1,laughing,transient,ESC-50,laughing,EXACT,126113,fold_3,raw/esc50/ESC-50-master/audio/3-126113-A-26.wav,fa437400cd1875436258ceaa9a3014ad5a0927e90911f24ca62e1d9d79316062,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=126113 take=A,unknown,clsdoa_v1
esc50:132747:clsdoa_v1_srcprep_v1:3-132747-A-26,esc50:132747,1,laughing,transient,ESC-50,laughing,EXACT,132747,fold_3,raw/esc50/ESC-50-master/audio/3-132747-A-26.wav,ac22151d27e63ba67a9108638c824a43c17a3bafd4549063bb765a1653707968,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=132747 take=A,unknown,clsdoa_v1
esc50:152912:clsdoa_v1_srcprep_v1:3-152912-A-26,esc50:152912,1,laughing,transient,ESC-50,laughing,EXACT,152912,fold_3,raw/esc50/ESC-50-master/audio/3-152912-A-26.wav,64e6f858d87c27697ec95eb37e3137a71ad8b4ab4402ee98a33095a42003e1d0,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=152912 take=A,unknown,clsdoa_v1
esc50:152997:clsdoa_v1_srcprep_v1:3-152997-A-26,esc50:152997,1,laughing,transient,ESC-50,laughing,EXACT,152997,fold_3,raw/esc50/ESC-50-master/audio/3-152997-A-26.wav,0a7ba8bbefee74c4e6c1a4ce399cdd8fa0e344b44d8adf5345ad84ba90611290,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=152997 take=A,unknown,clsdoa_v1
esc50:132803:clsdoa_v1_srcprep_v1:4-132803-A-26,esc50:132803,1,laughing,transient,ESC-50,laughing,EXACT,132803,fold_4,raw/esc50/ESC-50-master/audio/4-132803-A-26.wav,de5e596027c88e0e27334e4dfeb024238bc0b6028dba0f96c764017e534e8233,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=132803 take=A,unknown,clsdoa_v1
esc50:132810:clsdoa_v1_srcprep_v1:4-132810-A-26,esc50:132810,1,laughing,transient,ESC-50,laughing,EXACT,132810,fold_4,raw/esc50/ESC-50-master/audio/4-132810-A-26.wav,c7f7466fe1fa3d585fbf7a1fe9692e1890f0b05d6910b81504e808b4fb885bb8,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=132810 take=A,unknown,clsdoa_v1
esc50:132816:clsdoa_v1_srcprep_v1:4-132816-A-26,esc50:132816,1,laughing,transient,ESC-50,laughing,EXACT,132816,fold_4,raw/esc50/ESC-50-master/audio/4-132816-A-26.wav,b2d5c158cb461eae5001862bfdbbdbfb1367d6e80e3e187dc52ebbba869a8b85,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=132816 take=A,unknown,clsdoa_v1
esc50:133674:clsdoa_v1_srcprep_v1:4-133674-A-26,esc50:133674,1,laughing,transient,ESC-50,laughing,EXACT,133674,fold_4,raw/esc50/ESC-50-master/audio/4-133674-A-26.wav,7b0f9348022ff7ff2f4466565aa8cf6396d79eae07d3269fa2fb174a8fa03552,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=133674 take=A,unknown,clsdoa_v1
esc50:155670:clsdoa_v1_srcprep_v1:4-155670-A-26,esc50:155670,1,laughing,transient,ESC-50,laughing,EXACT,155670,fold_4,raw/esc50/ESC-50-master/audio/4-155670-A-26.wav,9368b7604caf4337cb81e95bb2461fa80a90011c94fdfffef10e0ab819d9842e,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=155670 take=A,unknown,clsdoa_v1
esc50:164243:clsdoa_v1_srcprep_v1:4-164243-A-26,esc50:164243,1,laughing,transient,ESC-50,laughing,EXACT,164243,fold_4,raw/esc50/ESC-50-master/audio/4-164243-A-26.wav,558345f57ac5e2ec558fcf6011bdd1381df3eab7b6315463908856fa4b7a9db2,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=164243 take=A,unknown,clsdoa_v1
esc50:167571:clsdoa_v1_srcprep_v1:4-167571-A-26,esc50:167571,1,laughing,transient,ESC-50,laughing,EXACT,167571,fold_4,raw/esc50/ESC-50-master/audio/4-167571-A-26.wav,0384583066e8dd028d98ca571e55a99ef2a3ee158be227e241e167b577bb2955,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=167571 take=A,unknown,clsdoa_v1
esc50:181599:clsdoa_v1_srcprep_v1:4-181599-A-26,esc50:181599,1,laughing,transient,ESC-50,laughing,EXACT,181599,fold_4,raw/esc50/ESC-50-master/audio/4-181599-A-26.wav,e414fc3ba7dea88437d0be3c0dd1101177cfcc0052e2a2b2cb8973cad984e178,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=181599 take=A,unknown,clsdoa_v1
esc50:171118:clsdoa_v1_srcprep_v1:5-171118-A-26,esc50:171118,1,laughing,transient,ESC-50,laughing,EXACT,171118,fold_5,raw/esc50/ESC-50-master/audio/5-171118-A-26.wav,acf4fc669f782f4b85e601fb61cddef90599416c519741428e1e62ea6228e2c2,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=171118 take=A,unknown,clsdoa_v1
esc50:242932:clsdoa_v1_srcprep_v1:5-242932-A-26,esc50:242932,1,laughing,transient,ESC-50,laughing,EXACT,242932,fold_5,raw/esc50/ESC-50-master/audio/5-242932-A-26.wav,9c2021684ccd03cbb5606565178197bc1251de351c65e2e10c068e0da0499a87,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=242932 take=A,unknown,clsdoa_v1
esc50:242932:clsdoa_v1_srcprep_v1:5-242932-B-26,esc50:242932,1,laughing,transient,ESC-50,laughing,EXACT,242932,fold_5,raw/esc50/ESC-50-master/audio/5-242932-B-26.wav,a7d72dd0f1e81bcae369ea26db6c2495829c7c308ceb50670a33b2fe925bb564,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=242932 take=B,unknown,clsdoa_v1
esc50:244526:clsdoa_v1_srcprep_v1:5-244526-A-26,esc50:244526,1,laughing,transient,ESC-50,laughing,EXACT,244526,fold_5,raw/esc50/ESC-50-master/audio/5-244526-A-26.wav,d3165c0292b08ca116b10f3fcfe24978eefef40dcacb751723c13cf8816ffbd0,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=244526 take=A,unknown,clsdoa_v1
esc50:253534:clsdoa_v1_srcprep_v1:5-253534-A-26,esc50:253534,1,laughing,transient,ESC-50,laughing,EXACT,253534,fold_5,raw/esc50/ESC-50-master/audio/5-253534-A-26.wav,251c084088b365d60f5509569e97cbf6d10259926470a53f004c4adec97fcfba,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=253534 take=A,unknown,clsdoa_v1
esc50:259514:clsdoa_v1_srcprep_v1:5-259514-A-26,esc50:259514,1,laughing,transient,ESC-50,laughing,EXACT,259514,fold_5,raw/esc50/ESC-50-master/audio/5-259514-A-26.wav,bff4fba03e6137cd08b1f0eeb5512e238a047fbcd49d7de923d6d9262ad25296,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=259514 take=A,unknown,clsdoa_v1
esc50:263775:clsdoa_v1_srcprep_v1:5-263775-A-26,esc50:263775,1,laughing,transient,ESC-50,laughing,EXACT,263775,fold_5,raw/esc50/ESC-50-master/audio/5-263775-A-26.wav,3da4f9803fcd4044d76160ac5a4bcdbfc167f8422c6ca089e957be938d8b1dfe,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=263775 take=A,unknown,clsdoa_v1
esc50:263775:clsdoa_v1_srcprep_v1:5-263775-B-26,esc50:263775,1,laughing,transient,ESC-50,laughing,EXACT,263775,fold_5,raw/esc50/ESC-50-master/audio/5-263775-B-26.wav,91ad833977880350aac446f5d3ea2b01cb307609d0e5b7f6fba821b57eeb3e2f,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=263775 take=B,unknown,clsdoa_v1
esc50:137:clsdoa_v1_srcprep_v1:1-137-A-32,esc50:137,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,137,fold_1,raw/esc50/ESC-50-master/audio/1-137-A-32.wav,d68e4716f74f073be8f78f5fe8e45daf7c09b0ec0575b21f57989d803536abb3,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=137 take=A,unknown,clsdoa_v1
esc50:53501:clsdoa_v1_srcprep_v1:1-53501-A-32,esc50:53501,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,53501,fold_1,raw/esc50/ESC-50-master/audio/1-53501-A-32.wav,7edf3a6b856987de4fc2da27906d70abb00c40fba3352275eec840917daf2e50,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=53501 take=A,unknown,clsdoa_v1
esc50:61212:clsdoa_v1_srcprep_v1:1-61212-A-32,esc50:61212,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,61212,fold_1,raw/esc50/ESC-50-master/audio/1-61212-A-32.wav,655cc6c53397673f39fb8f125124e65fafc87480e1d18cc53f78f4404464826d,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=61212 take=A,unknown,clsdoa_v1
esc50:62594:clsdoa_v1_srcprep_v1:1-62594-A-32,esc50:62594,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,62594,fold_1,raw/esc50/ESC-50-master/audio/1-62594-A-32.wav,a8adb317bb75afae3395204f0d0e19fb0230539d0a2cd02d6e2cc424cb3efe05,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=62594 take=A,unknown,clsdoa_v1
esc50:79711:clsdoa_v1_srcprep_v1:1-79711-A-32,esc50:79711,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,79711,fold_1,raw/esc50/ESC-50-master/audio/1-79711-A-32.wav,f3fd05d3bfed74942257ef036a83c7775c00a4213fd471c5ad6868e9487db525,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=79711 take=A,unknown,clsdoa_v1
esc50:84393:clsdoa_v1_srcprep_v1:1-84393-A-32,esc50:84393,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,84393,fold_1,raw/esc50/ESC-50-master/audio/1-84393-A-32.wav,48f3964c939192128456567e9b8150638194650fb5241d02dda6b970774325fb,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=84393 take=A,unknown,clsdoa_v1
esc50:94231:clsdoa_v1_srcprep_v1:1-94231-A-32,esc50:94231,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,94231,fold_1,raw/esc50/ESC-50-master/audio/1-94231-A-32.wav,ba393d3cdb1cf2186477e289d101a56a80d8d47b7a2a4fbfadfd8b7a1b3f511f,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=94231 take=A,unknown,clsdoa_v1
esc50:94231:clsdoa_v1_srcprep_v1:1-94231-B-32,esc50:94231,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,94231,fold_1,raw/esc50/ESC-50-master/audio/1-94231-B-32.wav,d24ad98dcd482f142ec917e68df4eced7fa204f6d831d8389cae5f1ead51dcf9,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=94231 take=B,unknown,clsdoa_v1
esc50:104168:clsdoa_v1_srcprep_v1:2-104168-A-32,esc50:104168,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,104168,fold_2,raw/esc50/ESC-50-master/audio/2-104168-A-32.wav,62f9d3cd5d576e5dd6f956fe11d5c50fb04f054c38e32597a16e19021536943d,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=104168 take=A,unknown,clsdoa_v1
esc50:109316:clsdoa_v1_srcprep_v1:2-109316-A-32,esc50:109316,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,109316,fold_2,raw/esc50/ESC-50-master/audio/2-109316-A-32.wav,29b85ff0c4551fff8893f1b70faee79f0de8edf383f15877cfdeedb4b9aeabce,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=109316 take=A,unknown,clsdoa_v1
esc50:118459:clsdoa_v1_srcprep_v1:2-118459-A-32,esc50:118459,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,118459,fold_2,raw/esc50/ESC-50-master/audio/2-118459-A-32.wav,3e144910a7444c162120ff2067726788fc886aaf4b28be55ca0b6d3347e35a28,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=118459 take=A,unknown,clsdoa_v1
esc50:118459:clsdoa_v1_srcprep_v1:2-118459-B-32,esc50:118459,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,118459,fold_2,raw/esc50/ESC-50-master/audio/2-118459-B-32.wav,580103e9df8e83e039c5cc0b600a5c33457051afd66d9efd87063516f68ef320,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=118459 take=B,unknown,clsdoa_v1
esc50:118817:clsdoa_v1_srcprep_v1:2-118817-A-32,esc50:118817,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,118817,fold_2,raw/esc50/ESC-50-master/audio/2-118817-A-32.wav,5f4f048fde966a014079f5a42a0d5658df58b2db9802d577b206a32f0d9a2042,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=118817 take=A,unknown,clsdoa_v1
esc50:120333:clsdoa_v1_srcprep_v1:2-120333-A-32,esc50:120333,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,120333,fold_2,raw/esc50/ESC-50-master/audio/2-120333-A-32.wav,0221aef890f7252c3774518946c6bec589eeaab5a6d56fc593a488b7c51f95fc,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=120333 take=A,unknown,clsdoa_v1
esc50:99795:clsdoa_v1_srcprep_v1:2-99795-A-32,esc50:99795,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,99795,fold_2,raw/esc50/ESC-50-master/audio/2-99795-A-32.wav,d73b231a5965c385dab9ff28652ea38f4d49e8f018e0623e9dfb499c82cfed0f,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=99795 take=A,unknown,clsdoa_v1
esc50:99796:clsdoa_v1_srcprep_v1:2-99796-A-32,esc50:99796,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,99796,fold_2,raw/esc50/ESC-50-master/audio/2-99796-A-32.wav,31bdd426e490ee983bb2643cf5b02cb36aaa194eb0acced143671ea16c30934e,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=99796 take=A,unknown,clsdoa_v1
esc50:125548:clsdoa_v1_srcprep_v1:3-125548-A-32,esc50:125548,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,125548,fold_3,raw/esc50/ESC-50-master/audio/3-125548-A-32.wav,786c0ab915c44c716dd70971fc8f80f0cc501164423095e3e5c97929b3796f7d,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=125548 take=A,unknown,clsdoa_v1
esc50:132830:clsdoa_v1_srcprep_v1:3-132830-A-32,esc50:132830,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,132830,fold_3,raw/esc50/ESC-50-master/audio/3-132830-A-32.wav,d75fa250788f499ec7faa1c5ba8ee38eff4e66460f9b2a0b7f8aa26dc2f73e3a,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=132830 take=A,unknown,clsdoa_v1
esc50:144106:clsdoa_v1_srcprep_v1:3-144106-A-32,esc50:144106,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,144106,fold_3,raw/esc50/ESC-50-master/audio/3-144106-A-32.wav,e47881c1bcc652c7e07492c7c1325dba436ddf99cef422f2972b35fa87ad680d,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=144106 take=A,unknown,clsdoa_v1
esc50:144120:clsdoa_v1_srcprep_v1:3-144120-A-32,esc50:144120,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,144120,fold_3,raw/esc50/ESC-50-master/audio/3-144120-A-32.wav,bbc3a875b5add54169100adeaf253ed6120715bcd6ac3b55442b3e2d2863ed5c,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=144120 take=A,unknown,clsdoa_v1
esc50:153444:clsdoa_v1_srcprep_v1:3-153444-A-32,esc50:153444,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,153444,fold_3,raw/esc50/ESC-50-master/audio/3-153444-A-32.wav,ca3cd2deab66200c838c5395cf6221c95d309bec310456cf194bc316af410393,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=153444 take=A,unknown,clsdoa_v1
esc50:154781:clsdoa_v1_srcprep_v1:3-154781-A-32,esc50:154781,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,154781,fold_3,raw/esc50/ESC-50-master/audio/3-154781-A-32.wav,b65a1cd87e450898f9d40e96ee329d9b06887151cdd782cc21bdfa49cfb17cb9,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=154781 take=A,unknown,clsdoa_v1
esc50:155568:clsdoa_v1_srcprep_v1:3-155568-A-32,esc50:155568,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,155568,fold_3,raw/esc50/ESC-50-master/audio/3-155568-A-32.wav,e7204b94b2ba3beebf31d92c3e9a27fde8129644669644746df9b76fda63d01f,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=155568 take=A,unknown,clsdoa_v1
esc50:155570:clsdoa_v1_srcprep_v1:3-155570-A-32,esc50:155570,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,155570,fold_3,raw/esc50/ESC-50-master/audio/3-155570-A-32.wav,d9a50c67926f09ea4f9b1530182634ebf958f4cb17508ab1c2d3e89d93a73b37,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=155570 take=A,unknown,clsdoa_v1
esc50:158653:clsdoa_v1_srcprep_v1:4-158653-A-32,esc50:158653,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,158653,fold_4,raw/esc50/ESC-50-master/audio/4-158653-A-32.wav,125691734898f9db80100600cb63a65203ac0948b4a234e136f0e369bffe3b6b,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=158653 take=A,unknown,clsdoa_v1
esc50:167155:clsdoa_v1_srcprep_v1:4-167155-A-32,esc50:167155,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,167155,fold_4,raw/esc50/ESC-50-master/audio/4-167155-A-32.wav,c95a4bcca8a2113cb7a20bd59d404919eb88f10dc23401815369a449a7f59344,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=167155 take=A,unknown,clsdoa_v1
esc50:172180:clsdoa_v1_srcprep_v1:4-172180-A-32,esc50:172180,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,172180,fold_4,raw/esc50/ESC-50-master/audio/4-172180-A-32.wav,38cb4fdd3c362dddfec350f850a246b3289ae59f9d41ad7ddcd23a069232353c,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=172180 take=A,unknown,clsdoa_v1
esc50:172742:clsdoa_v1_srcprep_v1:4-172742-A-32,esc50:172742,2,keyboard_typing,transient,ESC-50,keyboard_typing,EXACT,172742,fold_4,raw/esc50/ESC-50-master/audio/4-172742-A-32.wav,6107e92023ebe6a8cc7514ed3a4721a10a319f8162a8a6be255cf46c4851ac8e,44100,1,5.000000000,CC BY-NC 3.0; dataset-level license and attribution file,DATASET_LEVEL_VERIFIED,https://github.com/karolpiczak/ESC-50; meta/esc50.csv; src_file=172742 take=A,unknown,clsdoa_v1
