source_clip_id,base_clip_id,canonical_class_id,canonical_class,temporal_type,source_dataset,source_label,mapping_type,audioset_mid,pseld_class_id,original_id,original_dataset_split,raw_relpath,raw_sha256,original_sample_rate,original_channels,original_duration_sec,license_raw,license_status,provenance_source,pretrain_seen_status,source_asset_root_id,resource_status,missing_waveform,metadata_mismatch,duplicate_id,inventory_issue,decode_ok,finite,duration_sec,sample_rate,channels,peak_abs,rms_dbfs,dc_offset,clip_fraction,silence_or_low_activity_ratio,active_duration_estimate_sec,auto_qc_status,auto_qc_reason
fsd50k:108017:clsdoa_v1_srcprep_v1,fsd50k:108017,0,coughing,transient,PSELD-selected FSD50K,Cough,SEMANTIC_STRONG,/m/01b_21,11,108017,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/108017.wav,c382f6d224682d000efd2cd381cfaf9bc367f53ea4ab8d50e8023f0c0b1c19e9,44100,1,5.461337868,http://creativecommons.org/licenses/sampling+/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01b_21.tsv; FSD50K clip 108017,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,5.461337868,44100,1,0.763946533,-19.613906,0.000222363,0.000000000,0.854437501,0.794965986,AUTO_PASS,
fsd50k:382906:clsdoa_v1_srcprep_v1,fsd50k:382906,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,382906,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/382906.wav,2b0001188c97c7d875f56b23daa75f3077272801d7d3f254b9b636332d8e86a5,44100,1,2.420521542,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 382906,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,2.420521542,44100,1,0.707885742,-20.323751,-0.000017034,0.000000000,0.782425406,0.526643991,AUTO_PASS,
fsd50k:383237:clsdoa_v1_srcprep_v1,fsd50k:383237,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,383237,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/383237.wav,5a41d745de442934929589b81a34793729f8586e3104576895bbeb0dbf866b45,44100,1,1.566258503,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 383237,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,1.566258503,44100,1,0.875885010,-15.129858,-0.000379406,0.000000000,0.546864142,0.709727891,AUTO_PASS,
fsd50k:383516:clsdoa_v1_srcprep_v1,fsd50k:383516,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,383516,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/383516.wav,18fbf50311f539299ab1ec08cc26f86f3d41f5c979f532f1d22ca80d186e9d60,44100,1,17.547369615,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 383516,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,17.547369615,44100,1,0.586730957,-29.612392,-0.000002573,0.000000000,0.937537395,1.096054422,AUTO_PASS,
fsd50k:38514:clsdoa_v1_srcprep_v1,fsd50k:38514,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,38514,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/38514.wav,43244776a2916b6c9a64b4e80f68c4b6472274afaadc88364560044cdc26e817,44100,1,7.000816327,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 38514,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,7.000816327,44100,1,0.109588623,-46.463283,0.000010764,0.000000000,0.961080017,0.272471655,AUTO_PASS,
fsd50k:385854:clsdoa_v1_srcprep_v1,fsd50k:385854,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,385854,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/385854.wav,f43b4828f411dd4777b13e9f7efc1107f0ac8d9c685622fc688f6a9c2b744d17,44100,1,5.935600907,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 385854,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,5.935600907,44100,1,0.637237549,-33.245473,0.000006395,0.000000000,0.977700947,0.132358277,AUTO_PASS,
fsd50k:386521:clsdoa_v1_srcprep_v1,fsd50k:386521,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,386521,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/386521.wav,4d094747f699aee64eb5887453eef1041633b1d2b5c0f2db62120946c47194a1,44100,1,5.500000000,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 386521,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,5.500000000,44100,1,0.753784180,-26.515288,0.000080257,0.000000000,0.916709957,0.458095238,AUTO_PASS,
fsd50k:386591:clsdoa_v1_srcprep_v1,fsd50k:386591,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,386591,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/386591.wav,6955ca24310d7f7ccae1af79c719f2b5c3c3da75168c55320aa699ece3c46820,44100,1,1.869251701,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 386591,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,1.869251701,44100,1,0.696258545,-20.264518,-0.000545611,0.000000000,0.775869180,0.418956916,AUTO_PASS,
fsd50k:386592:clsdoa_v1_srcprep_v1,fsd50k:386592,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,386592,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/386592.wav,ba6fe2ae2b7fea9defd62ecac28ecd270d693b96cdf415978177581a1c7e3bee,44100,1,2.345260771,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 386592,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,2.345260771,44100,1,0.766143799,-18.437287,-0.000328786,0.000000000,0.701835128,0.699274376,AUTO_PASS,
fsd50k:386593:clsdoa_v1_srcprep_v1,fsd50k:386593,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,386593,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/386593.wav,ec90aa7c354f983ed6e99632879bec1a6ad10c8bbd0be39b38132094569b35fb,44100,1,2.229160998,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 386593,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,2.229160998,44100,1,0.873840332,-19.754662,-0.000275417,0.000000000,0.824476634,0.391269841,AUTO_PASS,
fsd50k:386594:clsdoa_v1_srcprep_v1,fsd50k:386594,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,386594,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/386594.wav,3363f8a2f04d4446d5ec0ed92b5fdcf8f6bde081197d6f4ea430d9dfbb633fd3,44100,1,1.683492063,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 386594,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,1.683492063,44100,1,0.750518799,-26.126390,-0.000426253,0.000000000,0.946916840,0.089365079,AUTO_FLAG,mostly_silence_or_low_activity
fsd50k:386605:clsdoa_v1_srcprep_v1,fsd50k:386605,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,386605,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/386605.wav,8b1d8aac1214084aba49f9a082e87052b2b5c683a10c2f1be0723acc321053d0,44100,1,0.447029478,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 386605,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,0.447029478,44100,1,0.698791504,-16.412472,0.000102547,0.000000000,0.651618139,0.155736961,AUTO_PASS,
fsd50k:386607:clsdoa_v1_srcprep_v1,fsd50k:386607,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,386607,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/386607.wav,c8a5e8ea24103ea366b91a64a661f07198b3be944283c2ea64d3951ff41640e0,44100,1,1.143628118,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 386607,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,1.143628118,44100,1,1.000000000,-17.588646,0.000033564,0.000337074,0.785442360,0.245374150,AUTO_PASS,
fsd50k:386608:clsdoa_v1_srcprep_v1,fsd50k:386608,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,386608,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/386608.wav,110341e72a0dfceb74c74fee9a1466147c69a64bbb50ca4c1e371e37882416cd,44100,1,0.789523810,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 386608,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,0.789523810,44100,1,0.152374268,-31.336324,0.000003102,0.000000000,0.627606410,0.294013605,AUTO_PASS,
fsd50k:386610:clsdoa_v1_srcprep_v1,fsd50k:386610,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,386610,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/386610.wav,829a8ec8d743c6ded53381556ddc3ce0232d145973d97fa32c3aff90eb9e00d0,44100,1,0.609569161,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 386610,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,0.609569161,44100,1,0.130523682,-31.859494,0.000053196,0.000000000,0.529499293,0.286802721,AUTO_PASS,
fsd50k:387406:clsdoa_v1_srcprep_v1,fsd50k:387406,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,387406,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/387406.wav,6da04b5f63b6d13d0e295e3701865dabcfdcde1e123b2aebcabd25add773bf61,44100,1,0.563129252,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 387406,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,0.563129252,44100,1,0.357727051,-18.393405,-0.000049206,0.000000000,0.307079005,0.390204082,AUTO_PASS,
fsd50k:387407:clsdoa_v1_srcprep_v1,fsd50k:387407,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,387407,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/387407.wav,aabb96cdcb6ad23c9db77a2758ba33071e24e96fe964461cf34f3bc105c63bde,44100,1,0.626984127,http://creativecommons.org/licenses/by-nc/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 387407,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,0.626984127,44100,1,1.000000000,-9.554962,0.001773182,0.008896926,0.615117541,0.241315193,AUTO_PASS,
fsd50k:387485:clsdoa_v1_srcprep_v1,fsd50k:387485,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,387485,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/387485.wav,54ec0b1689ea279c7b960e707acbcb57f2a91a4327e9a3f21868e29a163b23bd,44100,1,6.768616780,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 387485,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,6.768616780,44100,1,0.917175293,-23.174893,-0.000009934,0.000000000,0.906296902,0.634240363,AUTO_PASS,
fsd50k:389640:clsdoa_v1_srcprep_v1,fsd50k:389640,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,389640,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/389640.wav,cd4bd66069f3ad675b83b00fd71a782e2ca1bad638462dfab86bbd1e05e8e21e,44100,1,7.000000000,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 389640,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,7.000000000,44100,1,0.373870850,-30.537866,-0.000000749,0.000000000,0.937385811,0.438299320,AUTO_PASS,
fsd50k:392509:clsdoa_v1_srcprep_v1,fsd50k:392509,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,392509,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/392509.wav,24398ea74572da09758363abc61811a2346b77ef98775433c8823debe9cae11d,44100,1,1.771995465,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 392509,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,1.771995465,44100,1,0.459289551,-29.222204,-0.000004310,0.000000000,0.865775162,0.237845805,AUTO_PASS,
fsd50k:392795:clsdoa_v1_srcprep_v1,fsd50k:392795,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,392795,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/392795.wav,561d711bd8380cf2fff60ca0d137661b3a0de41b96f6fb866f37985ae3d21c30,44100,1,2.180000000,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 392795,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,2.180000000,44100,1,0.082489014,-42.559952,0.000002743,0.000000000,0.930173293,0.152222222,AUTO_PASS,
fsd50k:393342:clsdoa_v1_srcprep_v1,fsd50k:393342,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,393342,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/393342.wav,6fb745f76a29c6ad8c1113b2d7ce60fb401884d13380001eea4a6ef7cdd3c7f5,44100,1,5.224489796,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 393342,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,5.224489796,44100,1,1.000000000,-17.065898,-0.000178011,0.000034722,0.732356771,1.398299320,AUTO_PASS,
fsd50k:395631:clsdoa_v1_srcprep_v1,fsd50k:395631,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,395631,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/395631.wav,95b013e1848d3b6a3cb577a9001ef1cac3cf3bc9a89c4971907a6eccec1f527e,44100,1,4.255419501,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 395631,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,4.255419501,44100,1,0.456481934,-24.213624,-0.000350793,0.000000000,0.710551837,1.231723356,AUTO_PASS,
fsd50k:396886:clsdoa_v1_srcprep_v1,fsd50k:396886,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,396886,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/396886.wav,ae687d18e49ceaaf32552f99c180dbd0706db7c632a8a0a958afd925c67757b3,44100,1,4.399795918,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 396886,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,4.399795918,44100,1,0.309936523,-29.322354,0.000002309,0.000000000,0.827965634,0.756916100,AUTO_PASS,
fsd50k:396887:clsdoa_v1_srcprep_v1,fsd50k:396887,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,396887,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/396887.wav,55a187c3e7bce9aa21cdba8d0ba3d4d6e5ef1e8e39aeae81c79d20f2a2abb07f,44100,1,2.635714286,http://creativecommons.org/licenses/by/3.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 396887,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,2.635714286,44100,1,0.291900635,-30.718394,-0.000017864,0.000000000,0.909846432,0.237619048,AUTO_PASS,
fsd50k:397375:clsdoa_v1_srcprep_v1,fsd50k:397375,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,397375,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/397375.wav,6d56ee580b9446ea0986bca66af5599ecc924f1bb98d66e0588a6b53d756a2f5,44100,1,10.527074830,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 397375,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,10.527074830,44100,1,1.000000000,-3.596139,-0.399702787,0.197878702,0.054904318,9.949092971,AUTO_FLAG,severe_clipping_candidate
fsd50k:398046:clsdoa_v1_srcprep_v1,fsd50k:398046,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,398046,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/398046.wav,35d8d87baa256dacbdc554d96da402d58ecffe9b8f7cd456b17d35326cb5ba8f,44100,1,3.478049887,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 398046,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,3.478049887,44100,1,0.161132812,-34.550011,-0.000008223,0.000000000,0.779393931,0.767278912,AUTO_PASS,
fsd50k:39862:clsdoa_v1_srcprep_v1,fsd50k:39862,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,39862,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/39862.wav,e6d946733786ad8b046b1aea2a1304f629f6dca07c1a0bebd7bccc67db4ef085,44100,1,1.619591837,http://creativecommons.org/licenses/sampling+/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 39862,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,1.619591837,44100,1,0.959350586,-23.909343,-0.000002679,0.000000000,0.942470318,0.093174603,AUTO_FLAG,mostly_silence_or_low_activity
fsd50k:39863:clsdoa_v1_srcprep_v1,fsd50k:39863,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,39863,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/39863.wav,acf7f7390731a7f1a15f27a1b183816fe8e5a708c81831a181b5d2847e266773,44100,1,3.970612245,http://creativecommons.org/licenses/sampling+/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 39863,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,3.970612245,44100,1,0.687835693,-24.963015,-0.000005072,0.000000000,0.909482365,0.359410431,AUTO_PASS,
fsd50k:39864:clsdoa_v1_srcprep_v1,fsd50k:39864,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,39864,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/39864.wav,a5d60f94def9c33f8665420e19bebe50d9f463b21d4ea4260b7eab3d44502be9,44100,1,4.989387755,http://creativecommons.org/licenses/sampling+/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 39864,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,4.989387755,44100,1,0.552734375,-26.243436,-0.000011852,0.000000000,0.917462006,0.411814059,AUTO_PASS,
fsd50k:399089:clsdoa_v1_srcprep_v1,fsd50k:399089,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,399089,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/399089.wav,0aa47154447977a7ab4802ff95038c3898dbe656dca87beef5a8e85f306d96ae,44100,1,2.832834467,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 399089,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,2.832834467,44100,1,1.000000000,-10.659474,-0.003108939,0.000040023,0.398213371,1.704761905,AUTO_PASS,
fsd50k:400503:clsdoa_v1_srcprep_v1,fsd50k:400503,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,400503,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/400503.wav,77d1ac5d00d5aaf800c1946f9ec676c90c8192e291b3ed12c9a5c3cbfc362158,44100,1,5.874399093,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 400503,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,5.874399093,44100,1,0.988006592,-18.163974,-0.000280360,0.000000000,0.826133613,1.021360544,AUTO_PASS,
fsd50k:401214:clsdoa_v1_srcprep_v1,fsd50k:401214,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,401214,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/401214.wav,1ff949b65d048919afaa5e324d3d2ece3618576f8388b78febf6461cd9f3923f,44100,1,14.117732426,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 401214,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,14.117732426,44100,1,0.947052002,-20.765673,0.000027725,0.000000000,0.866981908,1.877913832,AUTO_PASS,
fsd50k:401332:clsdoa_v1_srcprep_v1,fsd50k:401332,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,401332,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/401332.wav,48dd25574c4114d864757c2b1468ffbfc584f61df72571e0639aa9d241c096a2,44100,1,3.978412698,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 401332,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,3.978412698,44100,1,0.999969482,-18.217027,-0.000010201,0.000011399,0.824677397,0.697505669,AUTO_PASS,
fsd50k:401605:clsdoa_v1_srcprep_v1,fsd50k:401605,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,401605,test,raw/pseld_fsd50k/extracted_audio/FSD50K.eval_audio/401605.wav,22337d8b5b42690638ff3d01d05d9e3220c83a0c526334fa079fa3de5521e27e,44100,1,7.000000000,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 401605,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,7.000000000,44100,1,0.496734619,-26.642510,-0.000017981,0.000000000,0.893391642,0.746258503,AUTO_PASS,
fsd50k:403058:clsdoa_v1_srcprep_v1,fsd50k:403058,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,403058,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/403058.wav,d052a76ac6f470867c00b553ec881daaf09edb8284fe5e7b808d66e4863b6222,44100,1,6.001723356,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 403058,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,6.001723356,44100,1,0.619934082,-22.960856,0.000033997,0.000000000,0.762245160,1.426938776,AUTO_PASS,
fsd50k:403827:clsdoa_v1_srcprep_v1,fsd50k:403827,1,laughing,transient,PSELD-selected FSD50K,Laughter,SEMANTIC_STRONG,/m/01j3sz,19,403827,train,raw/pseld_fsd50k/extracted_audio/FSD50K.dev_audio/403827.wav,a2345d57a472bbb6a0e35285bc97a00e658baa52a3da873d4c7aca4e0ee88871,44100,1,1.368004535,http://creativecommons.org/publicdomain/zero/1.0/,DATASET_LEVEL_VERIFIED,PSELDNets 170-class crosswalk; SELD-Data-Generator _m_01j3sz.tsv; FSD50K clip 403827,likely_yes,clsdoa_v1,PRESENT,false,false,false,,true,true,1.368004535,44100,1,0.337829590,-27.566712,-0.000000025,0.000000000,0.875317012,0.170566893,AUTO_PASS,
